pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107
Amz1baby	0.674467104325	0.102082102955	-0.146906251537	0.1044978109	0.0163376399366	-0.058195503922	0.135192916267	-0.349088448359	0.0740864183843	-0.0773579019063	-0.0586804057999	0.032568142941	-0.0458717419769	0.113247835428	-0.0752168961927	0.0193419238714	-0.0622016868609	0.0166599107748	0.0121562438958	6.32583294747e-05	-0.1158075143	0.0163444197401	-0.00419377069962	-0.0039610183048	0.0137949599225	-0.0583386135587	0.0384512227289	-0.0109346112295	0.00645499873701	-0.127526262369	0.00476866602262	0.0263264442046	-0.00108883566012	-0.0112301932583	-0.0382756010332	0.0683658772577	-0.00879794003884	0.00027812247094	0.0367478859785	0.0276033278763	0.0338580088119	-0.0423033776961	-0.023727410997	0.00675110793202	-0.0375697791132	0.0164214772844	0.023086533293	0.0255231209312	0.0278101880829	-0.00957631487442	-0.0374555070255	-0.00442273271033	-0.0233233321549	0.0304785454572	0.00067169789653	0.00894163171915	0.0136511322066	0.0110534976691	0.00290168291607	-0.0240293209066	-0.00427394706344	0.0380018515965	0.0330750888989	-0.0317475310892	0.0114870869532	-0.022309523544	-0.0243757855869	0.00215297375874	0.00327402743955	0.0125396075073	-0.00559005518345	-0.00101523754576	0.00460236582659	0.000200554781767	0.0170154850618	0.00773008928635	0.00136551541177	0.00475831530471	0.00328683870578	0.00873390798734	0.0104677489082	-0.00791732344218	0.0128775347356	-0.0168576404577	0.0180071629666	-0.0151399282119	-0.00494299703156	-0.00222470518501	-0.00279726700973	-0.000833071170426	-0.00322405498945	-0.00506222654652	-0.00441777338787	-0.00566113436876	-0.0132934458357	-0.010163694377	0.0031747105089	0.00289165705089	0.00134977858817	-0.00499431128865	0.000490225604512	-0.00260621085309	0.00475337447718	0.00529564046645	6.74945464137e-05	0.00051075153036	4.94266401183e-09
Amz4chldM2	-0.56783520546	-0.0802465888748	0.0464666080673	0.129068195489	-0.0343841217822	0.0850113662003	-0.151835059335	-0.0505301295744	-0.0209049081993	-0.0441407541704	0.0420765938663	-0.022784372292	-0.0192076949459	-0.0127929072513	-0.0277269323262	0.0205660350504	-0.0837916599416	0.0312084401395	0.0171068385294	0.00927602277377	-0.00866818613644	0.0286493862336	-0.00362033601541	0.0653561325527	0.00333186512864	0.0221404243791	0.00979863772893	-0.0516879016157	-0.00257639285405	0.0324755976415	0.0123254441914	-0.0124121763255	0.00076597454945	0.00723186489403	0.00522983098173	-0.00933760943517	-0.00211883973577	-0.0577837822731	0.018914373693	-0.00335395908729	-0.0128764446884	0.00834393407639	-0.0147868889117	-0.0332659910273	-0.0188185379539	-0.0397300328866	0.0108021482227	0.0336643857533	-0.0210916285909	0.0182067344058	-0.0265394823863	0.00518686075414	0.0218082942233	-0.0015421548977	-0.0223333316489	0.0214867326858	0.0339059261433	-0.00159775381548	-0.0238030798244	0.0100300124724	-0.00509816680091	-0.0265644695603	-0.00699293162355	0.0112548427956	0.00490240903079	-0.00798230144107	0.0232355222665	-0.0124844662846	0.00350301083118	-0.00890323821274	0.0205188237931	-0.0152066405989	-0.0213094541221	-0.00876882864509	0.0374044030231	-0.0177648751214	0.00974794665868	0.0349263326328	0.00167303504473	0.00945985787419	-0.00930872579323	-0.00804561899439	0.00955897835523	0.00421394474647	0.00610882326346	0.0165885504717	-0.0256862760087	-0.0126925514845	-0.0472060351792	0.0113714213345	0.00672023163592	0.0158053832997	0.00144470671055	-0.00234549024476	-0.00817394046272	0.0197607183972	0.00769688607385	0.0101990707559	0.00767144750764	-0.00212781231851	-0.00275157065281	0.000357617465415	0.010016782063	0.00468267842866	0.000518261776557	-0.00496211502988	4.9426640119e-09
Amz7eldM	-0.467457175481	0.0156926442744	0.0912634446749	0.161907332208	-0.217547999836	0.00558910636134	0.0107050186277	0.0460396146613	0.0677446127429	-0.0552292128757	0.0761812814732	0.0174024387771	-0.0183978403813	-0.0353696817646	-0.0100401815996	0.044358394598	0.0777282455155	-0.0211633681179	-0.00733080180473	0.0488848172834	-0.00698785295732	-0.0161866284105	0.0454127293928	-0.0344154408694	0.0387875910092	0.0466853827968	-0.0117030518884	0.00506594208489	0.00774460861082	-0.0297724334806	-0.0115737946257	-0.00331457785245	-0.0495423059938	-0.0168890843377	0.0290189706117	0.0484783589149	-0.0185920031705	-0.0651356445162	0.0296722154143	0.0201952861955	0.0114613639427	-0.0261282373196	0.00258651027181	0.0131978570206	0.00904212142661	-0.00719287488749	-0.0385350703719	-0.0170656419499	-0.000199769720765	-0.00596034983065	0.0184681600495	-0.0306626734036	0.0473654840933	-0.0209198006612	-0.0543301963628	-0.0351586241753	-0.00874640576584	0.0231841109598	0.0118793046205	0.00241966076816	0.0118677733749	0.0364310985867	0.0146936096337	0.00973430487791	-0.0391234053512	0.0433518313906	0.0160393557594	-0.00377538934013	0.0155286707518	-0.00578942724076	-0.0163214043048	0.0250361193018	0.00524290251054	0.00884443965976	0.0135593433644	-0.00393501442901	0.0129276328529	-0.0037582844104	0.0245544554472	0.0051533304232	0.0188401036092	-0.00337993610992	-0.0123070524702	-0.00120579741783	0.0228980172124	-0.00842282881805	0.00882861070501	0.0242634308	0.000676348236405	-0.0140401459553	-0.00356851321564	-0.0126427325435	-0.0159476463751	-0.0097099656135	0.00439795399124	0.019683934324	0.00308828755149	0.014997292207	0.000380740209508	0.0122343167375	0.0126940657702	-0.00348248760305	0.000262277049039	0.00160098478355	0.000258756404602	-0.00198521989025	4.94266401184e-09
Amz9baby	0.851674078337	-0.0366156819401	0.18776924267	-0.0233166184903	0.0224080644022	0.0558721966537	-0.0728860566833	-0.0325385718213	0.125339414793	-0.00259221653562	0.00259785095986	0.0482420657278	0.0449573100384	-0.0161652561382	0.0314137826824	-0.0584215094455	0.0196410950515	-0.00711321875184	0.0148555640028	0.0603724348284	-0.0179664601749	-0.00237248097375	-0.0789513342705	0.0425968084799	-0.0399305878093	0.0188708405252	-0.0457694482079	-0.0211345527807	-0.00489713203108	0.0189423441413	0.00543642304089	-0.0269037391068	0.0118768159377	0.0174508935988	-0.010220455916	-0.00263583322603	0.0144895070675	0.00567019522583	-0.0180383579365	0.0167458771678	0.0251351166807	0.00827199273706	-0.0344363413832	-0.00140798818355	-0.0505035606346	-0.0104292186549	-0.0168354381483	-0.000460313892194	-0.0040233258086	-0.00220092881502	0.0184226340267	-0.00737942076583	0.0120669621618	-0.0006573159479	0.00746655003345	0.0142117644615	-0.00387962148056	-0.00460876691653	-0.0120466553557	0.00661889240878	0.0133772559038	0.0074419855826	0.00391215221637	-0.0096664267578	0.013271264625	-0.00108015674966	0.00285532031158	-0.00295092546531	0.0170781449337	-0.01280243148	0.00253954044115	-0.0400772763693	-0.0284133881066	-0.0197493850346	-0.0217109470923	0.000373144570299	-0.00531904831046	-0.0231473532715	0.0268331057819	-0.0211673713249	0.0286453049925	-0.00777652804565	0.000821475064181	-0.0144449637005	0.00479113947104	0.00840644688432	-0.00726105062404	0.0435218394504	0.0101867270343	-0.0129238469842	0.00249955877048	0.0235776058518	-0.00986078096972	0.0108842160112	0.00391943833657	-0.00414705550561	0.00293017459094	0.0029179483569	0.0195922455587	0.00340813118898	-0.0170547478439	-0.00167820429578	-0.00945397801966	0.00870818410748	-0.00282461080936	-0.00156195168962	4.94266401186e-09
AmzC14infF	-0.486725169234	-0.236338013887	-0.00738030589802	0.0221322886361	0.252176219552	-0.0623114779272	-0.0243265242922	-0.0822571257899	0.0521754615102	0.0393124552787	0.0789987606185	-0.0748122565458	-0.0604034591682	-0.183871281076	0.0571569978827	-0.00701369404136	0.0626281463461	0.0154366857993	-0.0567376248054	-0.0225257731258	-0.0492427043294	0.0331593213475	0.0182661527067	-0.057820453431	-0.0540313877228	-0.0425988789257	-0.00417884410364	0.0199968193191	-0.0950374438406	-0.00421468296295	0.0295366419099	-0.00595359309199	-0.0240094946838	0.00256589514082	-0.00254128697812	-0.0126491739538	-0.00988742651589	-0.00197415198196	-0.000595405436463	0.0309628661009	-0.0169728117382	-0.00377824234199	0.0225173505327	0.0171091165609	-0.0775246700438	-0.0171724086286	-0.0352585164471	-0.00195334645355	-0.010087707588	-0.00776179182695	0.00209782746072	-0.019134273941	-0.00887290984897	0.02216836173	-0.0584762832079	0.0219939496789	-0.00676794887747	-0.046235497447	-0.00207318598111	0.0295343920408	0.000728918408352	0.00767262292553	-0.0052104502893	0.00975520264121	0.00687854139999	0.0166049136782	-0.0216806195047	0.00577361076311	-0.0289835063713	0.00209871626376	-0.015671323637	0.0196287575892	0.0167601584718	-0.0187317171673	-0.0117316416342	-0.000645030571308	0.0106902289045	0.000551892376148	-0.0058336454957	-0.000778731924843	-0.00515880498357	-0.025245045221	0.00237491958838	-0.00680759711431	-0.00357052352299	0.026137294462	-0.00135698875331	-0.00546636265562	0.00437625112859	-0.00217265302769	0.0106114689233	0.00110148129672	-0.0159217654685	-0.00287413481795	0.017548943057	-0.0135649940031	0.00094579905074	-0.00608872853131	-0.0138919325825	-0.0114199785722	0.000987461850282	-0.00285301621214	0.00713077710325	0.0046243321976	-0.00317479197677	-0.000555767339317	4.94266401185e-09
AmzC15infF	0.106467853048	-0.253439559702	-0.261972147826	0.157392516566	-0.0261172556423	-0.00750479204648	0.170230352923	0.0970381776975	0.190899965319	0.0225054390837	0.0310385718731	0.126894841916	0.0530104398626	-0.0253331368293	-0.0901667498605	-0.0712151353045	-0.0170526921282	-0.0796384876125	-0.105472895122	0.0377587165944	-0.0200855528268	-0.0526435503549	0.045270046581	-0.0248605541187	-0.00560730862006	0.0464734069139	0.0740297892465	0.00251862188243	-0.0103875957706	0.0420646945556	-0.0211378711162	-0.0515542520981	-0.0493572416845	-0.0285656789949	-0.0450464111517	-0.0293501242117	-0.0109052616472	0.00190802377518	-0.00118615325948	-0.0497549722792	0.0123225365959	0.0384080139323	0.00640118746644	-0.0457050577107	-0.0151637274788	0.0541219512592	0.0188577994046	-0.0112312844073	-0.0193834558652	0.0246047425308	-0.0208798076616	0.0104713417406	0.0127818910573	-0.00129518828715	0.0163048466537	0.00235349974578	0.0105932448304	0.0184966557099	0.000760869444053	-0.0299584323635	-0.00316812348894	-0.00624863787502	-0.00747033708812	-0.0208751910252	-0.0188302033163	0.000395267502999	-0.0301939232259	-0.00515912746961	-0.0256194155254	0.0311956430658	0.0110897699642	0.000952923826111	0.000486022616211	-0.00594562469496	-0.00808876639336	-0.00399852575927	-0.0180065080101	-0.00217885637926	0.0055489541617	0.0356071470635	0.0188186580836	-0.0163997979321	0.0164954431539	0.0186272310252	0.00332037710359	0.0123748972874	-0.00934631346326	-0.0139402506177	0.0186017079622	-0.00418949817746	0.0192205092895	0.0092874461093	-0.010449367737	0.00460067455358	-0.00252732311302	0.00855927422812	0.000627188784963	-0.00281091606197	0.00160077884726	-0.000301981389235	0.00462629374237	0.00583567818678	-0.0026548976127	-0.000370135588462	0.000433183497895	-0.0021175655032	4.94266401184e-09
Amz10baby	0.803020414982	-0.0963296973238	0.269606428721	-0.0971431413458	0.0408395940743	0.101118447877	-0.0418005145228	0.0806413610853	-0.045820185445	-0.00457418089587	0.0121910965105	-0.0156527694835	0.0435694662197	-0.0403244377232	0.00789114967516	-0.0294046428843	-0.0193356710433	0.00529921277635	0.0497572441053	-0.00463410091605	0.0321420487302	-0.0308074812659	0.0625232709576	-0.0542673838257	0.00397956783976	-0.00737245664753	0.01455426528	0.00929238449315	0.0131783356645	0.0383071433129	0.014440164857	0.0137773456988	-0.0338304331059	-0.0207276849569	-0.0745614062552	0.0194190508854	-0.0144229320719	-0.0434434848891	0.0166418423017	0.000254702483395	0.0182759503134	-0.0151818514175	0.0561924440555	0.0159915944484	0.0550820473568	-0.00079120498265	0.0391418213929	0.063770412788	0.0204821177569	0.0360486973363	-0.0274387439715	0.00117968224687	-0.0257822289418	0.00872454914231	-0.0152028628439	-0.0161531920086	0.0155676985988	-0.00492500892544	-0.000803749612763	0.00772705557339	0.00908541971544	0.0339955381442	-0.00687538743597	0.00493007934469	0.0142109579876	0.0176857729526	-0.0383405020365	-0.00251917589563	-0.0212759014393	0.00414849551923	-0.000429542725041	0.0236770810329	-0.011269586758	-0.00654796215634	0.00705295288217	0.00933994228844	0.00830677029196	-0.0281239938562	0.0117703494817	-0.00726985168221	-0.0119924998782	0.0195784831193	0.0110157859458	-0.0135288151	-0.00398748026277	0.00720872798919	0.0111994746976	-0.00127399559389	0.0110815005328	0.0050687222235	-0.00692782336644	-0.00722649427735	0.0108069940353	-0.000274686037863	0.0215858852733	0.0186218933923	-0.00289261296607	0.00466259179708	0.0189887833568	-0.01312739888	-0.0131531068371	0.00551831342729	0.00539866229437	0.0037101244485	0.0063470817914	-8.91039758976e-05	4.94266401181e-09
AmzC2babyF	0.777467720924	-0.0156912425855	0.104715892037	0.00217098919909	0.0140414368358	0.0411709815061	-0.0613880744473	0.0421658592885	0.0753935110995	-0.0425426002968	0.0317461186193	0.0064223092108	-0.00460744588387	-0.0293545374027	0.037441864547	-0.049296964245	0.0324150711094	-0.0350714086727	-0.0333539795184	0.0434053870029	0.0499496297131	0.00367598088447	-0.0862857183776	-0.0225946603231	0.0204028576163	-0.0399252719248	-0.00919460573905	-0.006491860172	0.0509657511173	-0.0663523619196	-0.0350598094799	-0.0102637151396	0.0245337629246	-0.00121578152536	0.00388654720921	-0.0100776950163	0.013201719441	0.00502535122408	0.0516399471066	-0.0248085245559	-0.000915287653093	0.0169569389109	0.00885379216401	-0.0118999616564	-0.0398280719184	0.0242242783371	0.0702064042818	-0.000959159924697	0.0440710883475	0.0146875484782	-0.0121606765208	-0.00571669100773	-0.0260865508298	0.0231066529431	0.0107201312002	0.0127406011531	-0.0523720980699	-0.0163501421724	-0.00191279574015	-0.00406160318404	-0.00350718330198	0.00536047197167	-0.00721580319729	0.0464527350251	-0.018130468817	-0.00224650840457	-0.00894269469379	0.0157007344045	-0.0164619852228	0.00895063641128	0.0119362336497	-0.014128379067	0.00383136965607	0.032133178437	-0.000778601364423	-0.0257000283292	0.0102971442626	0.00799063900704	-0.00245552553416	0.0247494665296	-0.0188153010072	0.019229751323	-0.0311318394559	0.00887661991478	0.0190652547467	0.0162899247905	0.00904471845835	0.0217174092602	-0.00597556060123	0.0172481281404	0.00817460724579	0.00387728943457	0.018826413355	0.0163006118115	0.0101875243898	0.00304927148506	-0.0150151409068	0.00578205699771	-0.00364004111465	0.00675196656872	0.0075036740841	-0.00712690273764	0.00564492984954	0.0022662190884	-0.00491929544173	0.000178219616067	4.94266401185e-09
AmzC3babyF	0.602570395514	0.101975566357	-0.23524112151	0.129787547531	-0.019980261732	-0.226981193493	-0.0245914882223	0.0340339577283	-0.0395063763194	-0.15239951209	0.0351162595367	-0.0253282088896	-0.0567733594757	-0.00486993543189	0.0295802803039	0.0349701040164	0.0229079839355	-0.0301969176246	0.0111171110065	-0.0175993374571	0.0511661053918	-0.024762749242	-0.0513298809869	-0.0165361385569	-0.0129687271471	0.0298356151987	0.0479063184626	-0.00155411213548	0.0542316387557	-0.095289173497	0.0072829226579	0.0296243016566	-0.0365441309353	0.0691539819263	0.0235978452963	0.040967913301	0.0704507051446	-0.00531890471422	-0.017268776203	-0.00784168646536	-0.0628055938339	-0.0686767582441	-0.00456226219702	-0.0857341917239	-0.00294747394368	-0.0282770903357	0.00486217518606	-0.0178668484685	-0.014856906407	0.0165369188645	0.00406545874387	-0.0343251172618	0.0205218630968	-0.000241408872918	-0.0151790342298	0.0115137813948	-0.0153015900836	0.00394532590735	-0.000898942905846	-0.00919984270579	-0.046097260438	-0.0176527279092	0.01308600785	0.00948980932241	-0.018966409294	8.23740364649e-05	-0.000478012875426	-0.012978996373	-0.0384128257388	-0.0209612185695	0.00613195483551	0.0110619962075	-0.0144559266386	-0.0178128392812	-0.0133753589473	0.0197855757725	-0.00307477712612	-2.34171036976e-05	-0.00379720794254	-0.014354445467	-0.00541305579982	0.0206911256063	0.0117044131477	0.01253934037	-0.0104259923835	0.00106440580724	-0.00408444439332	-0.00103995357018	0.00990429530057	0.000722234530223	0.0143125565454	0.00345240684879	0.000816568504871	0.000962467493623	0.00993824069908	-0.00183348606573	0.0102524666102	0.0122171152392	-0.00223688495365	-0.00575105161119	-0.00718551902608	0.00922215926785	-0.00439338239993	-0.00115222681976	0.00201094152312	0.000201168247669	4.94266401182e-09
AmzC5chldF	0.499488360222	0.162863495406	-0.269455054849	0.100330893601	0.00551503411382	-0.29635984013	-0.0112826276086	-0.0772678278614	0.00408441053298	-0.0594299394892	0.057590007714	-0.0653733883748	0.20669791275	-0.10972590501	-0.0537862835243	0.0263208477292	-0.160954136052	0.0484832194001	0.034829164998	-0.0718238166441	-0.00400798492597	-0.112528473643	0.0761113281018	-0.091021321496	-0.00749061536353	-0.000299297352604	-0.02873664954	-0.0366572835763	0.00977796606178	0.0206314784367	0.0108782648235	0.00378421735346	0.0265304869446	0.00792124515106	0.0141749631226	0.038036722681	0.0153461789429	0.0257043689024	-0.00225849192977	-0.0137651431788	0.0180500817442	-0.0229542202488	-0.0600501946521	0.0585054892363	-0.0284095190097	-0.026647424941	-0.033250730354	-0.0404209170195	0.0191842209307	0.00882253731052	-0.0106933288182	0.016855739812	0.00490851218237	-0.0206414021855	0.00955547628852	-0.0163448768871	-0.00549221192395	0.00499333694308	-0.0276800534502	0.00885770175094	0.0164031311078	-0.00849656614222	-0.0179138988819	-0.0114679855495	0.00943839370718	0.0294499834893	0.000333540240165	0.0507186608626	-0.0101842990646	0.00881128000615	0.00789196393602	-0.00517999283342	-0.0115641009717	0.00394126445916	-0.00425506169937	-0.010302891588	0.0105300659556	0.00214154604274	-0.0112793529915	0.0193381481854	-0.0114529516944	-0.0123968061151	-0.0020413880349	0.0103815690426	-0.00832396618883	0.000124780264514	0.00530193682266	0.0105935237413	-0.00356484893079	0.00170306118362	-0.00726844004175	-0.00216677943188	0.0161125903566	-0.0024508870451	0.00147586822863	0.00787758031678	-0.00451445751965	0.00285864001983	-0.000800408650764	0.00134569204181	-0.00368084244273	0.000112084807223	-0.00378735324972	-0.00086566478413	-0.000505360383761	-0.00123782858398	4.94266401184e-09
