4461181	-0.2151527746	-1.6757600082	-3.2337806009	-0.8500548112	-2.979859867
4461229	-1.461776374	-4.3134694213	-0.6735961303	1.4813560776	-1.998350574
4461201	0.4695584306	1.0832834099	-1.2259117165	0.2364281762	-2.4496015671
4461218	2.0616019049	-3.8007710306	-1.8772701522	1.8363043827	-2.5368249409
4461217	1.5029861859	-4.0330122976	-1.306970875	1.6033179994	-2.3328841089
4461228	-1.5734690793	-4.0537487839	-2.0396915366	2.0594518599	-2.3933986761
4461174	-0.3993111974	-4.0589011936	-1.3968693813	1.6457319197	-2.3482181122
4461199	3.6285873572	-2.6292033158	-1.112745741	1.9241787186	-2.3874043891
4461220	0.2548068574	-3.6693162399	-0.9302740799	1.4151747678	-1.6672274448
4461176	-0.7385150465	-3.772067535	-2.7915021909	2.2071613399	-3.3533425718
4461195	-0.6749874418	-4.3439629585	-0.6950727422	1.3928951391	-1.6688469275
4461183	1.5790087444	-2.6062017289	-2.5765547395	1.3772687351	-2.0444578148
4461170	-1.5296506449	-3.7597308103	-2.8464714923	2.2836013253	-2.81289742
4461222	-1.2231066189	-3.6807470302	-2.3794683803	2.0117842152	-3.6454207942
4461185	0.9513746481	-3.7965201146	-2.1890020751	1.50951851	-1.8502460426
4461207	3.096888227	-3.4838061373	-2.1143326559	1.4093316581	-2.552084287
4461192	2.1552489205	-3.9152089339	-2.0777290881	2.2035277107	-1.8696876473
4461128	-1.2820445982	-4.0022794004	-1.3440414195	1.4337777719	-2.9743435028
4461224	-1.2703022624	-3.8375604211	-2.4073091451	2.0960655209	-3.2192266055
4461211	2.7362392841	-3.5798464804	-2.3929540546	1.7921115916	-2.0628427174
4461124	4.6258755329	-4.2791434885	-1.4350254435	1.729655288	-2.4592381613
4461204	0.5450082097	3.5145752728	1.3444955472	3.4238317339	-1.9373650051
4461189	1.1977595654	-4.0493643873	-2.13506455	1.8583613243	-1.921953975
4461209	4.9976505312	-3.2548315465	-1.0961805106	2.2864553436	-2.3692382073
4461122	-0.6705797907	-3.5070113349	-0.9587753945	1.5425109006	-3.1541596977
4461135	2.7075381227	-4.0728707965	-0.8762931827	1.6047261073	-2.0820590306
4461213	5.5049178638	-4.3534113398	-1.5135067534	1.9722302475	-2.4362887098
4461226	-1.5948483139	-3.6882492742	-3.7633867774	2.4847601291	-1.505553125
4461215	-0.937171074	-3.0891606467	-3.5133700602	1.2655129876	-1.5472478146
4461202	0.3451584473	0.5592200703	-1.4736179402	0.3513416899	-2.5011083674
4461137	3.4546081188	-2.8701296588	-1.9774717645	0.8228917565	-2.5640658884
4461219	0.5709204868	-3.3196758823	-1.9730870532	1.572925939	-1.5993641138
4461120	4.5880591186	-4.1500736991	-1.4973218278	1.8909925055	-2.479310446
4461198	2.1485754481	-4.1022471381	-2.1885747915	1.8351261232	-1.8391883673
4461140	4.0358846048	-3.6363705253	-2.1163838816	0.7584649397	-2.5968228414
4461200	3.1801473309	-0.9022009132	-0.3966559742	2.6163035421	-2.2901027523
4461126	-1.4427011833	-4.194273738	-0.2714972123	1.1169472755	-2.5172905703
4461206	5.4004705048	-3.8483116677	-1.2722706687	2.2113535666	-2.4049279857
4461129	-1.4547399888	-4.4042679896	0.0042059162	0.9542630834	-2.0924418828
4461142	-1.1823693809	-3.59901522	-2.7743163561	2.0450692662	-3.3218559208
4461197	0.6697411807	-4.1450008798	-1.8714812265	1.8173528815	-1.3863480186
4461125	-1.1459550202	-4.0177712578	-0.8452366089	1.3417942605	-2.5371816302
4461132	5.4799769842	-4.1434927071	-1.486092427	2.0316603517	-2.4492401799
4461131	-1.3964419953	-4.0323259945	-0.7591248692	1.1946102189	-2.644101569
4461123	-1.1109451342	-3.9222064083	0.5741253041	0.5557434322	-1.951909567
4461148	1.780752893	-4.2244345428	-0.6090277539	0.828428761	-2.2520629211
4461164	0.9956177781	-4.1461355111	0.5394397424	0.4813893737	-1.9566737231
4461208	2.1206873081	-3.8156064205	-2.0551221557	1.5216871634	-1.680702503
4461134	1.9063096226	-3.5407867733	-0.7908114963	0.8851403676	-2.1943259828
4461153	3.3095705302	-2.9569342387	-2.3905712523	0.0009414884	-2.6672883029
4461133	-0.7456797192	-4.2874281723	-0.5640013363	1.6527041334	-2.5268791102
4461139	2.7017892436	-2.6178146084	-2.5767874379	-0.4973864342	-2.7036337178
4461193	-0.8146103578	-4.3875878558	-0.67457534	1.7213631989	-2.0652492695
4461136	5.0129854505	-3.9793154966	-1.6411306372	1.7030742576	-2.4813801947
4461151	3.4781456735	-3.2635141824	-2.4422315351	0.1601059224	-2.6691472776
