4461194	0.1471104326	-4.2215570704	-1.4894606495	1.788851707	-2.441077903
4461147	-1.2887127002	-3.7908128251	-1.2397839228	1.3617295337	-2.347340831
4461144	-1.5326367973	-4.0060521929	-2.2727135746	2.0601924788	-2.2984640281
4461173	-0.8934372399	-3.8180691493	-1.7533183575	1.7896436451	-3.0596067362
4461141	-1.3999733692	-3.8752758375	-2.4433271616	2.0923123887	-3.1201883172
4461143	-0.794313224	-4.1378505091	-0.3176250891	1.6051188533	-2.522408303
4461127	-1.0708451662	-2.2606829882	0.3352820515	1.8302317095	-2.4181701027
4461162	-1.2034588144	-4.0834806887	-0.1498821301	1.1055737312	-2.2728186918
4461186	1.8707577449	-3.5984343877	-2.8412030343	1.8699949116	-1.9680151371
4461159	-1.3495615678	-3.9826269104	-0.6521677792	1.3021311393	-2.3834584872
4461160	1.6874264937	-4.4784206709	-0.0434777888	0.7675504973	-2.1518421229
4461154	-1.2083094483	-3.3045389365	-2.2460599561	1.8194493228	-2.7496247119
4461157	5.6944787769	-4.3715666662	-1.5362584171	2.0394856987	-2.4560900258
4461149	0.4900281691	-4.2116487429	-0.0378760453	0.6838043192	-2.0833211168
4461165	1.5707333011	-4.0866503756	-0.3688194601	0.0263851376	-2.2333527049
4461212	2.7299120315	-3.3436951337	-2.1711381255	1.5903777109	-2.3746977447
4461152	4.0266164979	-3.8355052931	-1.2771414659	1.3827765811	-2.3833391818
4461130	-1.0549669226	-3.9250028286	-0.7689553559	1.3358934488	-2.5240008153
4461180	-1.1701437331	-3.6271559875	-3.1332597684	2.1708872431	-2.593943071
4461155	5.2921894261	-4.0006523829	-1.5226335458	1.8816494282	-2.4570744944
4461190	1.1548928241	-3.981493546	-2.4183763149	1.8282789666	-1.6047572617
4461166	2.7750592539	-4.1645951818	-0.7520648766	1.1189411678	-2.334235454
4461150	2.5174557663	-1.8587543547	-2.4520415387	-0.5434841393	-2.6833431207
4461179	-1.241479586	-3.7639608711	-2.2751282186	2.0130405431	-2.1760386027
4461182	-0.9303185209	-2.300077853	-3.6721257439	1.1624333001	-2.622976754
4461138	-1.506631095	-4.2287406487	-0.4861427221	0.9180541341	-2.5767213662
4461175	-0.0464513264	-3.7589806811	-2.6512977807	1.7634630933	-2.2078616982
4461216	-1.290918576	-3.2021413955	-4.4963156789	1.7022141015	-0.6670033608
4461221	-1.5239165398	-3.8128660031	-1.8462072162	2.0773340057	-2.4867276954
4461177	-1.5479160705	-4.5224008743	-0.1848827664	1.6000546367	-2.2713089775
4461172	-1.4789028482	-4.1854895484	-1.32472462	1.6815219723	-2.7592120165
4461223	-1.1120318792	-3.8403344812	-1.431689268	1.5580787942	-2.7850004314
4461145	1.6707549716	-4.2371357778	-0.3453378846	0.4412038291	-2.1443783443
4461169	-1.3649420613	-4.3642002369	-0.5314018237	1.7209518203	-2.2831239942
4461210	5.014738244	-3.0676884565	-0.973761577	2.4005517481	-2.3499129541
4461171	-0.6508238989	-3.8692296337	-2.1494238117	1.7361044455	-1.891443113
4461184	1.8887978912	-2.884656796	-2.5017663804	1.1397786383	-2.0988484588
4461191	1.0315519414	-4.2877676616	-1.257912982	1.6786610789	-1.6068305644
4461225	-1.4530345636	-4.7340348396	0.6085495237	1.3756555848	-1.1932202664
4461188	-0.7890131281	-1.9432150489	-3.8014602671	0.7376399303	-1.3903836884
4461187	-0.8552529845	-2.6166080562	-3.92116901	1.0167186391	-1.1013326484
4461205	5.2118617476	-4.2266167543	-1.4745859734	1.9038813272	-2.4437234386
4461158	5.7890242098	-4.5111220944	-1.6371355477	1.9780000014	-2.4777650109
4461163	1.7788795897	-3.9968752922	-0.4616896782	0.985897712	-2.0060501918
4461161	3.5844301398	-3.3602921657	-2.298573887	0.1202277586	-2.6160788024
4461156	5.1197795515	-3.4637873553	-1.2632469477	2.1023499473	-2.4009787627
4461203	0.1370236437	1.7655732898	-0.0192639482	2.8679838677	-2.360940692
4461167	-1.1488234445	-3.7753471019	-0.0139297744	1.2257730442	-2.4484045136
4461227	-1.525685976	-4.1339085985	-1.4697121551	1.6360891366	-2.5258414532
4461178	-1.3367559302	-3.8603618634	-2.6837249696	2.249639258	-3.3386185305
4461214	4.9512392086	-4.0193629923	-1.5771348869	1.7876168755	-2.4269252161
