4461194	0.0108720353	-0.9130548646	-3.8695835623	0.4767120722	-1.8058154951
4461147	-3.1312429658	-1.4834895531	-0.8264142599	1.4416441554	-1.5270511382
4461144	-3.236369367	-0.7761606218	-3.9582811069	0.644754449	-2.0408567238
4461173	-1.7844842713	0.208946732	-3.7886571869	1.2893483273	-0.6504209302
4461141	-3.1934334774	-0.3866842534	-4.2076865	0.5049447929	-1.9261691997
4461143	-1.1413283336	-0.3171153173	-2.8700097216	1.1361800386	-0.0339816831
4461127	-2.2198491677	0.5700072611	0.4279174161	-0.1549027347	-2.1093314621
4461162	-2.9714879451	-1.7679841574	-0.4712916534	1.475236323	-1.174918471
4461186	2.9427318791	-0.5376985856	-3.799705486	1.3927162108	-1.5834058233
4461159	-2.7350996927	-1.2437772472	-0.6918494503	1.2859680869	-0.9901322375
4461160	1.7729012885	-3.0489339793	-0.1309159636	1.5231333101	-1.3665499309
4461154	-2.3245230326	0.1132279502	-2.3155926382	1.6505548209	-1.317097021
4461157	9.0906542929	-1.8862188751	-3.0139415988	0.8919184084	-1.4806400912
4461149	-0.8248153129	-2.8750263051	0.404350048	1.6622229987	-1.4410055231
4461165	1.3808956961	-2.3845557946	-0.106484062	2.4353179512	-1.4601163701
4461212	3.300530974	0.380470225	-2.9628400793	1.2403935347	-1.364879159
4461152	5.3428650795	-1.1170341504	-1.63839367	1.5448401251	-1.474528844
4461130	-0.9983598944	0.5142833019	-2.8109228496	1.7697113103	1.618487995
4461180	-2.472195782	0.2599653613	-4.5117659014	1.2718386359	-1.8836921879
4461155	7.9449320922	-0.9015743072	-2.6441023505	1.0898065959	-1.5357726058
4461190	0.9573266032	-0.299691027	-3.6995230357	1.5237760485	0.2177799393
4461166	3.2780776085	-2.2050749881	-1.0748223339	1.4524156076	-1.300927687
4461150	3.8975861852	1.6714692827	-1.9735112587	3.3053498497	-2.3367031434
4461179	-2.2003860297	0.0746876136	-3.9024877394	1.0588350784	-1.4367762987
4461182	-1.46135512	2.2136221662	-3.0127997922	2.7445536994	-1.1632263791
4461138	-3.6456965473	-2.5790557349	0.1413942784	1.522607039	-1.5805399832
4461175	-1.3028901915	-0.477385825	-4.0939503148	0.8823953936	-1.8689427978
4461216	-2.4587629539	0.724159683	-4.8606362235	2.7132819208	-2.3871625696
4461221	-2.910431496	-0.0743990205	-3.9800226529	0.2012056114	-1.7048603707
4461177	-2.9695713661	-0.9914027102	-3.4231545026	0.3508629461	-0.9288418263
4461172	-3.0512662886	-1.2684503312	-2.5416023168	0.8031241565	-1.7172648431
4461223	-1.7926323981	0.078829374	-3.3079368165	1.4655453664	0.1893950849
4461145	1.5150650222	-1.9721215381	-0.6512692793	2.1442346301	-1.1014296671
4461169	-2.6071745003	-0.9455903802	-3.2667673448	0.7626137679	-1.1107427353
4461210	7.7694558275	0.2329190073	-1.8770849808	-0.1204870659	-1.3664521784
4461171	-1.8941716935	-0.4115534126	-3.6389684494	1.3614942392	-1.2623884478
4461184	2.7150939691	0.8357890816	-2.9364428346	1.4161954885	-1.5062803895
4461191	-0.0668477176	-0.5603101236	-3.297964573	1.6114307418	-0.1667509858
4461225	-2.662962179	-0.8781269845	-3.086874806	0.8759316617	-0.4762873112
4461188	-1.3819734537	2.3959422744	-3.2493159495	2.2886648606	-1.5080489573
4461187	-0.9081065297	2.0016323228	-3.5230715163	2.4028770335	-1.3588851266
4461205	9.0242501791	-1.7299322371	-2.8965662404	0.6069693495	-1.2639516627
4461158	9.1521215109	-2.0552739995	-3.1132449506	0.9864100474	-1.4715136922
