pc vector number	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103
4461204	-0.353691804057	0.089882570469	-0.438098131834	0.170661334738	-0.0409762048553	0.051851790871	-0.0749256902711	-0.017925943812	0.0738781584258	-0.0586400317688	0.0743641796777	-0.00804013065528	0.0558552934211	0.00194535838601	-0.0197062321718	0.000112585605115	-0.010028060521	0.0261775982458	-0.00615212864656	-0.0335251253256	0.0179593314973	0.0146841189821	-0.00661293372382	-0.0211544703792	0.037921904849	-0.00290688742026	0.0140377604575	0.0203700472971	-0.0250896052293	-0.0103006286293	0.000979790281501	0.00572928355113	0.0392190592133	-0.0108037005296	0.0220600117026	-0.00277777167977	0.00777837999002	0.0290132288815	0.00575045684578	-0.0237147976779	-0.0255838840141	-0.0196141413818	0.00809395804918	0.0259502420204	-0.0185841398384	0.00347031164407	0.00381955257654	0.0198146514617	0.00460754072066	0.000746433881919	0.00478149644419	0.00930040789011	-0.0124773692032	0.00620359272415	-0.0133768629294	-0.0127550835592	-0.00262876580155	-0.0187223842633	-0.00774095818826	0.0149929256218	0.0144594468476	0.0084037849941	0.00389862637061	0.0124003384085	0.000588431628908	0.0139017440432	0.0249215369759	0.0188999498701	-0.00708988700701	0.018595456793	-0.00262877576739	-0.0301115256129	-0.00730467191541	-0.00963656172368	-0.0165018090098	-0.00573192917722	-0.00633573468976	-0.000754454566655	-0.000443445861029	-0.00656885094368	0.00347204888077	0.000784729991017	0.0141666299158	0.00720049309999	0.00698978454971	0.0111215981368	0.0136264755925	0.00313412937771	0.00386058761192	0.00803255074494	0.0125366750911	0.00827759285654	-0.0012799844184	-0.00135002188364	-0.00941593005528	-0.00215653023887	-0.000141304841416	-0.00401470853232	-0.000182217658621	-0.0022617471618	-0.000720207908994	-0.000258986276275	-7.57093924045e-09
4461123	0.39682107178	-0.365068729826	-0.151178398158	-0.0129742304291	0.227961901056	-0.0734327562376	-0.0275730420138	0.0202845668344	0.0511504125083	-0.00841108368986	0.0317965818975	0.164186802081	-0.00167411716738	-0.0128181310679	-0.0359254433233	0.0228294921621	-0.00379683937109	0.0447539164708	0.0635416849536	-0.0136053453537	-0.0212930578714	-0.0220446390728	-0.0190938151057	0.00213710591512	-0.0294043633688	-0.0463818432654	0.0418419098487	-0.0754590171263	-0.0410750761109	0.0534494887644	0.00182082422368	-0.0398485305564	-0.000954518983383	0.00570107455175	0.0161054189348	0.0179400254271	-0.00622051504777	-0.00241414913585	-0.00434885108544	0.00456540981342	0.00908704761162	-0.0366219858003	0.0294201800114	0.0119057260065	-0.0230540161249	-0.0347666459738	-0.00553693701524	0.00901362872082	-0.00614664361181	0.0185130365068	0.0129076857978	0.00776336152231	0.00398127254874	-0.00838847901848	-0.00739959513175	0.0257114716712	-0.00176801728304	0.00294480812815	-0.0219337996653	0.00284196459508	-0.00368443388033	-0.0078507392215	-0.00947673870364	0.0009406732024	-0.00320041129905	0.0240675372582	0.00255631907975	-0.00112155085199	-0.00732026594814	-0.00630408522737	-0.000322202500112	0.0109818363496	-0.00269384581293	-0.00850936271015	-0.0044470074137	0.00919925106032	-0.00327353987268	0.00814032704963	-0.00973101122398	-0.0101980568935	-0.00234716734021	-0.00236768258698	-0.00726033596977	0.00545694067389	0.0028567363278	-0.00798484059881	0.000574714553887	-0.00676080960314	0.00125393169623	-0.00764414203951	-0.000571897647679	0.000655467656267	0.00277757434824	-0.00510157432058	0.00188771691023	-0.00186248350212	-0.00155989007944	0.000895613797159	0.000383246741936	0.00124171773226	0.000154123087743	-0.000202579261356	-7.57093924045e-09
4461221	0.279505030631	0.109317776867	-0.0175790281299	0.0522410457916	-0.0240185392995	0.0418610204574	0.0166104364685	-0.0121149735391	-0.094793068419	0.0221597962409	0.0510350899311	0.0146816589407	-0.0523482051388	0.0153507585477	0.0275548419648	-0.0162191284876	0.0238427257776	0.00797099633102	-0.00247561629927	-0.0463511342506	-0.0424338041961	-0.0344263447312	-0.0229379954579	-0.000615846141359	-0.0528550804064	0.0587038484897	0.0150438865111	-0.0233631683972	-0.00645601805717	-0.0407137754213	-0.00146221595735	-0.0283425723738	0.0366128089067	0.0389728682509	0.0166985588186	0.000629622885631	-0.0194066809396	-0.00697119009112	0.00643298236268	-0.0156863497754	-0.0109742549165	-0.0368282951801	-0.0227961624591	0.0294548134627	0.00511647583547	0.0296364580098	-0.00116199466324	-0.01533148819	0.0156095641673	0.0314697794304	0.03699991182	-0.0105223572584	0.00289023034206	0.0234628511661	0.0126851743034	0.00755860657249	-0.00360915627843	0.022778480697	0.0183660336678	-0.0251282600746	0.0119513776902	-0.0159412967834	-0.00472264754526	0.0108458426579	0.0105397167459	-0.00509121709599	-0.0150823860441	-0.0104853130568	0.00980368920694	-0.0113750736489	0.0135381658264	-0.00739157637322	-0.0141576600878	0.00452177867449	-0.00636786755973	-0.0136850584259	-0.00155660730699	0.00807552682393	-8.10235265723e-05	-0.000764415770697	0.00680323325809	-0.014049827227	0.0054313611848	-0.00770249328315	0.00168884410588	0.00211302009908	-0.00795550800875	-0.00138607829125	-0.00367024771385	0.000590128510585	0.00707640358309	0.00831003142836	-0.00548654371824	-0.000514717522394	-0.00254252664175	0.00360944003878	-0.00229011913164	-0.00478752113722	0.00572003075804	0.00516196300858	-0.000697166619315	0.00179867253985	-7.57093924046e-09
4461177	0.382387645356	-0.0094425325232	0.0220303889896	0.0278816908875	0.132108531203	0.0702967612004	-0.166512400915	0.00486119081782	0.00596654524068	0.0225119999431	0.0597135328507	-0.0166268881663	-0.0351455092639	-0.00492321824607	0.0358576133828	-0.0347922484774	-0.0292342005088	-0.00565996045086	0.00880381400793	-0.0324212421084	0.00471450059906	-0.0417302441295	0.0205569378065	0.0417517044596	0.0124575238994	-0.0227829821544	-0.0424128576964	0.0466851783468	0.0239064426686	-0.0507096614063	-0.0151809177383	0.00838587337693	-0.00836591251436	0.0510465609903	-0.0381953422108	-0.0118335631419	0.00877747704245	0.0180877595424	0.0216762335779	0.0200506929921	-0.0214608891378	-0.00844016356865	0.0193439352758	0.00607666116626	-0.0222130439988	0.012279829017	-0.00335880940962	-0.0205159947322	0.00417477810344	-0.00733785660776	-0.00927016782202	0.0205159929241	0.023013839432	-0.00131395783788	0.0120217090792	0.0147962804944	-0.0243045389922	-0.0171570974547	-0.0228184500388	0.0336577487474	0.014137431609	-0.0237052559221	0.00674058031247	0.00394389609986	-0.0254064165827	0.012048059224	-0.00209681495938	0.00678656386204	0.00836663900533	-0.00913275440606	0.00346189753565	-0.0130620943273	-0.00978776080278	-0.00311197139807	-0.000431655667498	-0.00982831084951	0.00661677195866	-0.0114789639662	0.0086970461219	0.00567340536476	-0.000178862658979	-0.00764061909404	0.00245857077728	-0.00714053562833	0.0072697344466	-0.00184709009608	-0.00492882501778	-0.00673212771515	0.00810547478821	-0.00192074026908	-0.00192360033814	-0.00666540355064	0.00380034183928	-0.00358506756017	0.00497032002452	0.00379061840891	-0.000401843507509	0.00698268476176	-0.00288174501076	0.00294034254528	0.00266116907823	-0.000131125343455	-7.57093924043e-09
4461226	0.155484060399	0.348040344139	0.0910742792002	-0.00515349019231	0.0266787088096	-0.0184310515005	0.0234458662626	-0.0190582465974	0.0923886373909	-0.0699004314777	0.0373212289558	0.00031287206824	0.00506046666247	-0.0101813867801	0.0792988686532	0.00301244668	0.0778936845632	-0.0429338388737	0.0443518539961	-0.028733687082	0.017942787196	0.035029670041	0.0562175472661	0.0358482164868	0.0321747931599	0.0203089610837	-0.0569739302696	-0.0186780516982	-0.0167222410616	0.0236370621111	0.0714203745056	0.0328669988371	-0.00398609024922	-0.0300197853555	0.0360812044793	-0.00113907448211	0.0330666744049	-0.0174477822815	0.0302335634609	-0.0606220232518	-0.0142622646533	0.00983685066406	-0.00527273767139	-0.000747448212357	-0.000235936147099	0.00831227801515	-0.0267729322455	-0.014007248969	0.0279253547233	-0.00580086184331	0.0154944322993	0.0167821650503	0.0138507688904	0.00261275405876	0.00958851948978	0.0132079871818	-0.0066099113323	0.0121814338937	-0.00238753453609	0.000624599381273	0.00404094904397	-0.00675359404759	-0.00793445104392	0.0131581716982	0.00198970736202	0.0184381876202	-0.00902373873205	-0.00893729998288	-0.00677354172295	-0.0130722656954	0.0116843877771	0.00298942853572	0.000883057327275	0.0102086547758	0.0129496702189	0.0176425105037	0.0108605197882	0.00509939443483	-0.0113828919585	0.00203865982209	-0.0132371338409	0.00681738259811	0.0057074293885	0.00498415118757	-0.00336768568648	0.0102336276979	0.000215527553982	-0.00828389600607	0.00193018580953	-0.000571728144367	-0.0044829453984	0.00794637364538	0.00154575667874	-0.00227546327316	-1.0663281399e-05	-0.00313903529442	-0.000171009999959	0.00088807871356	0.000460546565308	-0.000906673646929	0.000720779287066	-0.000372148855894	-7.57093924045e-09
4461215	0.0206433903885	0.382603659487	0.0202133465921	-0.0399263730025	0.0914317550171	-0.113382348618	0.0592441844758	-0.0720924905363	0.0393145999691	-0.068074161195	0.0578527411909	-0.000390753204411	-0.0670184624612	0.0196002886835	0.0811796859992	0.0662538214008	0.024232698315	0.0509619335974	0.00417118909547	-0.00968967870937	0.0538692339848	-0.0135842855926	0.00989030592708	-0.0074972940365	-0.0103794099388	-0.01497554345	-0.019845040745	-0.0216292029266	-0.0602909502182	-0.013403593473	-0.0517380852914	0.0305188886699	-0.0333364297731	-0.0146933950136	0.0273994984595	0.0126616020687	-0.050991754588	-0.0212294757336	-0.03083368543	0.00604925591436	-0.0111209610954	0.0107199667377	-0.0201707334953	-0.00278339644368	-0.0269523033406	0.000722059521848	-8.64369579324e-06	-0.00457471809192	0.0115856001438	0.0280625472452	-0.0289993754677	0.00155592465563	0.00370336673009	0.00588310518586	-0.0260742021325	-0.0152821192921	0.00145102003851	0.013840824694	-0.021203867342	-0.0115560098781	-0.0251205485662	0.00688046433127	0.00393805208676	-0.00868964222361	-0.0176212630186	-0.000563530015046	-0.00632213925321	0.0066711476267	0.0143387582432	-0.0120766285399	-0.0150134220527	-0.0142802696762	-0.00925146276308	0.00237416502337	0.00146059023845	0.00275977176305	5.5326755001e-05	-0.0107913945071	0.0107162740318	0.0148501603284	0.0124390426412	-0.00533241850222	-0.00309459596811	-0.000610579449213	0.00201839198344	0.00212902129823	0.00328819028894	0.00956430453848	-0.00542611045592	0.00678101351779	-0.00122466216838	-0.00653576595281	6.5636781074e-05	0.00100691967681	-0.00408039283394	0.00195699381758	0.00216041421762	-0.0015211483961	0.000900281702876	0.00025263387683	0.00211248309965	0.000112780175611	-7.57093924045e-09
4461229	0.422602567033	-0.0409170040442	0.019678633035	0.0146211405546	-0.0211658596306	0.0049713006209	-0.0823224096354	0.046763909337	-0.00769084163968	0.0587392769801	-0.020593843454	-0.06659334881	-0.0188830932096	0.00129262093306	-0.0300681720776	0.00662116201661	-0.0556963452608	-0.00842515527859	-0.0406529918979	-0.0354686624871	0.0252752480661	-0.00549147543293	-0.0374301890137	0.029212172947	0.0153669479244	-0.0368646044865	-0.0535598035205	0.0215291470835	0.0220450495358	-0.000805442360398	0.0193996036411	0.0283688930508	0.0333608736359	-0.00916244743055	0.0191314243402	-0.0130164884931	-0.0300579172357	0.0123074503569	-0.0642034901908	0.000969034270572	-0.0195986871637	-0.00904878943785	-0.0210570897373	0.0347475171389	-0.000102550806022	-0.0595402159532	-0.00253691698442	0.0274290940846	0.00767913829159	-0.00693262180932	0.0117523445105	0.00140827399611	-0.0103425018013	-0.0146382422847	-0.00324997054339	-0.0166961111379	-0.00817496674264	0.0278975620717	0.00752237285803	-0.00632767140434	-0.00168230809355	0.0378527177527	-0.00081507847955	0.0308072913976	-0.00754778074839	0.0269184472723	-0.00595510337926	-0.00167573207863	-0.00562413776753	-0.00833030364554	0.00305051926228	9.71928127675e-05	0.000674476152955	0.0134682898326	-0.0128020833759	-0.00803148355418	0.0116429891328	0.0132399499255	-0.00939267552607	0.00683961342395	-0.00515261483943	-0.00406660268439	-0.00470153859056	8.01460908281e-05	-0.00625822186035	-0.00537448619411	-0.00925153960645	0.00323268292169	-0.00310377185563	-0.00597270186956	-0.00645351443124	-0.00201474729515	0.00323322134104	-0.000351139564665	0.00408088761134	-0.000344616394995	0.00132619344362	-0.00363644564417	-0.00113380974622	-0.000783303738637	0.000199260909925	0.00112799919291	-7.57093924045e-09
4461172	0.331453193636	0.0673026487627	0.0291873153362	0.0146216615185	-0.0682507875239	-0.0721489391308	0.102002901051	0.0879797147707	0.00859848909608	-0.0170325155234	0.0401865714506	-0.000867822199058	0.0258943385692	-0.0231515781789	0.00935457065761	-0.00887852872732	0.033853278809	-0.0402011977035	-0.0179073982684	0.00190154531374	-0.0335225371986	-0.0158963449302	0.0719389047211	-0.0366409360954	-0.0168130947609	-0.0089138106767	0.0378307521161	0.00865607188533	0.00508272328965	-0.00211937610356	-0.00938356519964	0.00358055045554	0.00953287034526	0.0269404862975	-0.00696247917724	0.0233170624476	-0.0308049357364	0.0246964777116	-0.0446294918958	-0.0187748359577	0.0396194975503	0.0146686849696	0.00740863744224	0.046930336172	-0.0388312811447	0.0220316728929	-0.00316323711702	0.00204265525113	-0.00153412761434	-0.0295771667615	-0.0128105855285	0.024115661121	-0.0135883476983	-0.0223868367051	-0.0177026057166	0.0102792780197	-0.0200043632325	0.0255690316255	0.0034844980381	0.0250735664197	-0.0157461654435	0.0143342538935	0.00451246057041	-0.00606292862416	0.0044180615629	-0.010293710426	0.00681780531316	-0.00894912225276	-0.010606863532	0.00956862143233	0.0159352852959	0.018541940481	-0.012750535227	-0.0101830844025	0.00841226209911	-0.00481452676245	0.00720915669665	0.00710412384354	0.0134719359435	0.0101834063389	0.0048996669676	-0.00518889330874	-0.00160619682848	-0.00427835779677	-0.000575454336189	0.0117522020775	-0.0021572663151	-0.0160678507173	0.0033672155924	0.000257090469084	0.00597508595044	0.00532489611727	0.00183051305139	0.00543027028179	0.000798816222417	0.00312455906833	0.00269184905846	0.00294910249906	-0.000452568028391	-0.00257813767579	-0.00297381027862	-0.000400318681432	-7.57093924044e-09
4461173	0.217723705224	0.146276486934	0.0445753369408	0.0301819416851	-0.0706114052888	0.0386522939814	-0.0102010633338	-0.00442458139039	-0.0238309770029	-0.0786734690433	-0.0613522314749	0.0566473054468	0.0421154003308	-0.0285526392262	9.85825024584e-05	-0.0176620171711	0.00710203373302	-0.037812255525	0.0313235944859	0.0141122773832	0.00145725390713	-0.047193816515	0.024862824989	-0.0170550438329	0.0346055935142	-0.00162536550683	0.032776648419	0.0187966555465	0.0343596276338	0.0110977486138	-0.0698601486192	0.00832675034847	0.0482387487287	-0.017512508299	0.00473685698241	-0.00339955684297	-0.0314213740999	0.00796357620892	-0.00502436243735	0.00520458967387	0.00549597288596	0.0447216091676	0.00421481480876	-0.0400475451549	0.00167002907941	-0.00503091637078	-0.00800173241847	-0.0138407869891	-0.00738315017154	-0.00555627722262	0.0279869764331	0.00264673252102	-0.048544000554	0.0036217644123	0.0277384363314	-0.00564728248048	0.0134511899862	0.0212490282136	-0.0164396499927	-0.000166563544187	0.00661882692481	-0.0193503894087	-0.00535015185941	0.0141759349613	0.000933803132901	0.0309133414522	-0.00556846354648	0.00791336568239	0.0126946098663	-0.00449402274283	0.00206991089737	0.00328669034831	0.00953501829469	-0.0322290332382	-0.00390091028263	0.00364108500073	0.00667017408731	-0.00761722038705	0.0105301516486	0.00922578225408	-0.00364002714047	0.00574911884722	-0.000849340982925	0.00906899768685	-0.00926495840992	0.00123972082184	-0.00156790050977	0.00101638241913	-0.00208729193282	0.00308320955698	-0.00477131682847	-6.51542500667e-05	0.00154017248424	-0.00513211414079	-0.00299446059828	-0.0019542334858	-0.00151164354774	-0.00206615616403	0.00344916024932	0.00481518743254	0.00218356652922	-0.00027466602724	-7.57093924045e-09
4461141	0.25417006836	0.265600113703	0.0863212714274	0.0404148618563	-0.087988433972	-0.000953659395148	-0.0742009268317	0.012853331456	0.0239125131108	0.0348065853074	0.0152802717712	0.0450799954178	-0.0253057742513	-0.0398666285583	-0.037739038408	-0.00558008129117	0.01294144912	-0.0137036047289	0.0333844609377	-0.0134239350504	-0.0292514698727	0.00779266267401	-0.047486938772	0.0225004930998	0.0127048855216	-0.0154068098388	-0.0189569022177	-0.00543237437667	-0.00126045061562	0.00309281738855	0.00442792123809	-0.0197837696417	-0.00345466221157	0.00674725723681	-0.00645124108201	-0.00775679959709	0.0267173659947	-0.00722609298825	0.00205227835701	0.00709284620716	0.0123180028711	0.0178860878566	-0.0276635774814	0.0190570883462	-0.0011596980398	-0.0278415288023	-0.01912920987	0.0125964644544	0.0030175550509	-0.00812004461995	-0.025813082541	-0.0115253113483	0.0453014187324	-0.000212315461351	0.00307702223991	-0.0144074912891	-0.00221564228925	-0.0284479768974	-0.0073938683835	0.006950134326	0.00583978275696	-0.0119939844624	0.0141155328603	-0.00451993062884	-0.0154889483808	0.0171905190898	0.00414456987149	-0.0127531148594	-0.000264857326385	-0.00478822762281	0.0116616096138	0.0291443113596	0.0051212379839	-0.0191540087103	0.00359451418498	0.00716908507539	-0.00732403179598	-0.000183817522637	0.0234821371517	0.00227091016977	-0.00858077684869	-0.00266500607816	-0.0068280469639	-0.00216650500732	-0.00500437501287	0.00415805285844	0.00848450784387	0.0128477698353	-0.00899683735023	0.0119876901722	0.00538176107569	0.00423841030316	-0.00130965506763	0.0137577108837	-0.00116177223367	0.00571458660422	-0.00166927451912	-0.00888836920536	0.00393166501032	0.00297998453454	-0.00359736082316	-0.000718537918733	-7.57093924045e-09
